run_id,method,reward_mode,sampling_strategy,epsilon_start,epsilon_end,epsilon_decay,top_m,temperature,ucb_c,exact_reward,default_reward,same_token_reward,field_reward,same_field_type_reward,score_mode,critic_score_weight,checkpoint,search_limits,R@1,R@3,R@5,R@10,R@20,first_rank,reached,targets,recall_all,notes
20260422T082259Z,updated_policy,baseline,epsilon_top_m,0.2,0.02,0.8,5,,,,,,,,,,historical_path=/ssd/shenzhouan/Table2Charts/Results/Models/plotly_finetuned_0420_sft/states_ep0.pt,e50-b4-na,0.4196663061949637,0.7913641279159586,0.8513054225243318,0.9068438127606983,0.955739224470879,2.78*12376,20.45566198053453,2.396647613162367,0.955970956279932,parsed from results.md; source_machine_path=/ssd/shenzhouan/Table2Charts/Results/Models/20260422162508-2el192fd128.128GRUh-allCharts-RL
20260422T163833Z,update_reward,soft_reward,greedy,,,,,,,0.95,0.05,0.10,0.15,0.35,,,historical_path=/ssd/shenzhouan/Table2Charts/Results/Models/plotly_finetuned_0420_sft/states_ep0.pt,e50-b4-na,0.3960296616715588,0.6632164375096555,0.7752973891549514,0.8595705237138884,0.9289355785570833,3.76*12326,20.177274833925537,2.396647613162367,0.9521087594623822,parsed from results.md
20260422T163833Z,update_reward_policy,soft_reward,epsilon_top_m,0.2,0.02,0.8,5,,,0.95,0.05,0.10,0.15,0.35,,,historical_path=/ssd/shenzhouan/Table2Charts/Results/Models/plotly_finetuned_0420_sft/states_ep0.pt,e50-b4-na,0.3999691024254596,0.6595087285648077,0.7108759462382203,0.8295226324733509,0.9043720067974664,4.11*12129,19.983469797620888,2.396647613162367,0.9368917040012359,parsed from results.md
20260423T120014Z,actor_critic,baseline,,,,,,,,,,,,,actor,0.5,historical_path=/ssd/shenzhouan/Table2Charts/Results/Models/20260423200116-update_actor-2el192fd128.128GRUh-allCharts-actor-critic-RL,e50-b4-na,0.347674957515835,0.6137803182450178,0.6198825892167464,0.6923374015139812,0.7100262629383594,3.54*9471,17.172253978062724,2.396647613162367,0.7315773211802874,parsed from results.md; source_machine_path=/ssd/shenzhouan/Table2Charts/Results/run_logs/plotly_update_actor_actor_critic_rl_eval_20260423T120014Z.log; actor_loss_weight present
